POSITION_ID,CLIENT_ID,SECURITY_ID,TICKER,QUANTITY,MARKET_VALUE,COST_BASIS,UNREALIZED_GAIN_LOSS,ASSET_CLASS,CURRENCY,AS_OF_DATE,STATUS
POS00450,CLI0111,SEC025,ASML,639.64,96458.25,126520.79,-30062.54,International Equity,Netherlands,2024-01-07,Active
POS00451,CLI0111,SEC029,CORP.BOND.A,1240.52,567462.76,470405.18,97057.58,Fixed Income,Canada,2025-12-18,Active
POS00452,CLI0111,SEC041,GSY,721.82,169588.03,183270.1,-13682.07,Canadian Equity,Canada,2025-12-03,Active
POS00453,CLI0111,SEC026,CAN.GOV.2Y,182.15,74510.6,69910.99,4599.61,Fixed Income,Canada,2025-02-08,Active
POS00454,CLI0111,SEC028,PROV.ON.5Y,71.33,5046.88,5876.17,-829.29,Fixed Income,Canada,2025-02-04,Active
POS00455,CLI0112,SEC019,UNH,752.53,420300.06,357444.22,62855.84,US Equity,United States,2025-07-22,Active
POS00456,CLI0112,SEC041,GSY,93.13,27522.98,26868.0,654.98,Canadian Equity,Canada,2025-07-14,Pending Settlement
POS00457,CLI0112,SEC010,BCE,616.34,349006.73,231380.2,117626.53,Canadian Equity,Canada,2024-12-18,Active
POS00458,CLI0112,SEC020,PG,1812.2,606943.28,772848.93,-165905.65,US Equity,United States,2024-07-07,Active
POS00459,CLI0112,SEC044,POW,1671.15,139052.27,169103.67,-30051.4,Canadian Equity,Canada,2025-08-03,Pending Settlement
POS00460,CLI0112,SEC042,MFC,1704.26,1267818.75,795071.38,472747.37,Canadian Equity,Canada,2025-04-17,Active
POS00461,CLI0113,SEC019,UNH,144.05,10342.85,7722.52,2620.33,US Equity,United States,2025-05-13,Closed
POS00462,CLI0113,SEC043,SLF,720.71,212168.96,243088.28,-30919.32,Canadian Equity,Canada,2024-10-18,Active
POS00463,CLI0114,SEC021,NESN,663.41,287750.45,219860.71,67889.74,International Equity,Switzerland,2024-06-05,Active
POS00464,CLI0114,SEC032,CRT,735.34,125575.94,118816.24,6759.7,Real Estate,Canada,2024-01-05,Active
POS00465,CLI0114,SEC029,CORP.BOND.A,1573.46,708167.37,562574.89,145592.48,Fixed Income,Canada,2024-10-10,Active
POS00466,CLI0115,SEC044,POW,1756.99,407546.56,411328.93,-3782.37,Canadian Equity,Canada,2024-11-08,Active
POS00467,CLI0115,SEC047,CASH.ETF,226.58,53525.41,73536.54,-20011.13,Cash,Canada,2024-10-14,Pending Settlement
POS00468,CLI0115,SEC022,SAP,288.6,70556.29,78389.53,-7833.24,International Equity,Germany,2025-10-03,Active
POS00469,CLI0116,SEC002,TD,1266.94,619145.94,515973.98,103171.96,Canadian Equity,Canada,2025-08-27,Active
POS00470,CLI0116,SEC033,AP,82.95,16666.27,11116.13,5550.14,Real Estate,Canada,2025-07-06,Active
POS00471,CLI0117,SEC024,NOVO,1783.96,775450.35,529568.53,245881.82,International Equity,Denmark,2024-05-17,Active
POS00472,CLI0117,SEC026,CAN.GOV.2Y,1025.72,232839.4,206590.27,26249.13,Fixed Income,Canada,2025-11-09,Active
POS00473,CLI0117,SEC015,JPM,1928.36,1230878.37,946863.33,284015.04,US Equity,United States,2025-06-10,Active
POS00474,CLI0118,SEC012,MSFT,1745.67,181713.65,135062.49,46651.16,US Equity,United States,2025-01-02,Active
POS00475,CLI0118,SEC037,TRP,1525.33,164559.3,182612.51,-18053.21,Infrastructure,Canada,2024-08-27,Active
POS00476,CLI0118,SEC043,SLF,421.48,190182.53,191486.79,-1304.26,Canadian Equity,Canada,2025-04-25,Pending Settlement
POS00477,CLI0119,SEC003,BNS,654.9,265033.62,231408.92,33624.7,Canadian Equity,Canada,2024-10-07,Active
POS00478,CLI0119,SEC042,MFC,534.0,119466.44,146556.3,-27089.86,Canadian Equity,Canada,2025-10-31,Active
POS00479,CLI0120,SEC042,MFC,1037.58,274863.48,186432.37,88431.11,Canadian Equity,Canada,2025-05-13,Active
POS00480,CLI0120,SEC005,ENB,1775.47,21847.52,14683.14,7164.38,Canadian Equity,Canada,2025-03-26,Active
POS00481,CLI0120,SEC034,IIP,163.41,44986.2,52866.4,-7880.2,Real Estate,Canada,2024-07-10,Active
POS00482,CLI0120,SEC017,XOM,1208.02,632063.36,494551.31,137512.05,US Equity,United States,2025-02-28,Active
POS00483,CLI0120,SEC025,ASML,1443.31,388064.3,351229.49,36834.81,International Equity,Netherlands,2024-08-03,Active
POS00484,CLI0120,SEC015,JPM,1298.05,238454.18,270513.62,-32059.44,US Equity,United States,2024-05-10,Active
POS00485,CLI0121,SEC009,TRI,87.99,17834.46,25364.88,-7530.42,Canadian Equity,Canada,2024-09-21,Pending Settlement
POS00486,CLI0121,SEC041,GSY,1038.11,335423.47,213539.23,121884.24,Canadian Equity,Canada,2025-10-14,Active
POS00487,CLI0121,SEC033,AP,1441.9,440812.45,479518.26,-38705.81,Real Estate,Canada,2024-03-28,Active
POS00488,CLI0122,SEC031,REI,294.0,118966.02,86262.54,32703.48,Real Estate,Canada,2025-09-30,Active
POS00489,CLI0122,SEC050,ZRE,536.4,190196.01,194965.31,-4769.3,Real Estate,Canada,2025-04-09,Active
POS00490,CLI0122,SEC011,AAPL,147.0,21914.55,28254.87,-6340.32,US Equity,United States,2024-01-17,Active
POS00491,CLI0122,SEC015,JPM,1720.59,459550.23,438165.45,21384.78,US Equity,United States,2024-06-02,Active
POS00492,CLI0122,SEC027,CAN.GOV.10Y,363.07,199872.27,163853.49,36018.78,Fixed Income,Canada,2025-06-28,Active
POS00493,CLI0122,SEC039,GOLD.ETF,243.86,45988.54,59431.12,-13442.58,Alternatives,Canada,2025-09-09,Active
POS00494,CLI0123,SEC050,ZRE,1301.97,343589.32,342951.92,637.4,Real Estate,Canada,2024-02-14,Active
POS00495,CLI0123,SEC044,POW,863.62,449286.45,405486.86,43799.59,Canadian Equity,Canada,2025-01-25,Active
POS00496,CLI0124,SEC007,SU,1821.07,103149.74,84661.54,18488.2,Canadian Equity,Canada,2025-07-10,Active
POS00497,CLI0124,SEC028,PROV.ON.5Y,386.15,192466.68,137480.98,54985.7,Fixed Income,Canada,2025-08-14,Active
POS00498,CLI0124,SEC009,TRI,1044.33,168261.37,199091.07,-30829.7,Canadian Equity,Canada,2024-11-19,Active
POS00499,CLI0124,SEC017,XOM,222.1,57836.93,47953.61,9883.32,US Equity,United States,2024-09-24,Pending Settlement
POS00500,CLI0124,SEC031,REI,852.89,144635.16,158629.01,-13993.85,Real Estate,Canada,2025-11-27,Active
POS00501,CLI0124,SEC015,JPM,415.35,136357.08,115587.75,20769.33,US Equity,United States,2024-07-02,Active
POS00502,CLI0125,SEC031,REI,1474.21,805722.4,631286.21,174436.19,Real Estate,Canada,2024-08-23,Active
POS00503,CLI0125,SEC017,XOM,1401.63,101820.48,119264.7,-17444.22,US Equity,United States,2025-02-14,Active
POS00504,CLI0125,SEC020,PG,1603.7,644247.79,495447.08,148800.71,US Equity,United States,2024-02-23,Active
POS00505,CLI0125,SEC037,TRP,1929.49,10829.05,14702.71,-3873.66,Infrastructure,Canada,2024-05-28,Active
POS00506,CLI0125,SEC023,SHEL,1204.49,52713.25,58574.35,-5861.1,International Equity,United Kingdom,2025-01-14,Active
POS00507,CLI0125,SEC026,CAN.GOV.2Y,85.13,26347.69,16620.78,9726.91,Fixed Income,Canada,2025-09-20,Active
POS00508,CLI0126,SEC046,BAM,1642.26,564145.09,528709.18,35435.91,Canadian Equity,Canada,2024-07-25,Pending Settlement
POS00509,CLI0126,SEC039,GOLD.ETF,1862.21,406607.12,486949.29,-80342.17,Alternatives,Canada,2025-09-05,Active
POS00510,CLI0126,SEC004,BMO,1399.91,559097.21,433300.14,125797.07,Canadian Equity,Canada,2025-01-03,Active
POS00511,CLI0126,SEC050,ZRE,10.57,1400.04,876.68,523.36,Real Estate,Canada,2025-02-13,Active
POS00512,CLI0127,SEC026,CAN.GOV.2Y,1476.48,42328.58,57538.43,-15209.85,Fixed Income,Canada,2024-10-18,Active
POS00513,CLI0127,SEC038,FTS,1122.64,322993.35,329550.97,-6557.62,Infrastructure,Canada,2024-10-10,Active
POS00514,CLI0127,SEC013,NVDA,1926.48,458267.6,443302.31,14965.29,US Equity,United States,2024-01-05,Active
POS00515,CLI0127,SEC034,IIP,820.2,34016.02,47325.54,-13309.52,Real Estate,Canada,2024-10-28,Active
POS00516,CLI0127,SEC001,RY,242.85,56299.2,62917.58,-6618.38,Canadian Equity,Canada,2025-07-04,Active
POS00517,CLI0128,SEC017,XOM,1542.23,915975.16,585970.29,330004.87,US Equity,United States,2025-04-14,Active
POS00518,CLI0128,SEC045,GWO,1794.08,858051.4,774504.34,83547.06,Canadian Equity,Canada,2024-09-21,Active
POS00519,CLI0128,SEC029,CORP.BOND.A,1270.99,817021.05,631847.26,185173.79,Fixed Income,Canada,2024-08-23,Active
POS00520,CLI0128,SEC025,ASML,830.73,173075.56,149348.64,23726.92,International Equity,Netherlands,2025-12-18,Active
POS00521,CLI0128,SEC037,TRP,504.03,33186.48,25725.69,7460.79,Infrastructure,Canada,2024-12-16,Active
POS00522,CLI0128,SEC031,REI,1863.48,442546.81,448893.7,-6346.89,Real Estate,Canada,2025-08-10,Active
POS00523,CLI0129,SEC032,CRT,477.37,53754.01,59585.32,-5831.31,Real Estate,Canada,2024-08-22,Active
POS00524,CLI0129,SEC048,XAW,506.89,125914.78,157749.24,-31834.46,International Equity,Canada,2024-04-19,Active
POS00525,CLI0129,SEC013,NVDA,166.19,88835.55,79457.1,9378.45,US Equity,United States,2024-01-07,Active
POS00526,CLI0130,SEC003,BNS,1797.26,947969.3,792753.41,155215.89,Canadian Equity,Canada,2024-10-08,Active
POS00527,CLI0130,SEC031,REI,1968.95,827015.77,902606.06,-75590.29,Real Estate,Canada,2024-08-15,Active
POS00528,CLI0130,SEC024,NOVO,265.21,74003.4,70344.3,3659.1,International Equity,Denmark,2025-07-07,Active
POS00529,CLI0130,SEC040,HBF,701.11,419057.07,302108.3,116948.77,Alternatives,Canada,2025-04-13,Closed
POS00530,CLI0130,SEC021,NESN,1399.51,424967.47,325707.96,99259.51,International Equity,Switzerland,2024-01-13,Active
POS00531,CLI0130,SEC032,CRT,765.06,41706.91,41978.84,-271.93,Real Estate,Canada,2024-09-22,Active
POS00532,CLI0131,SEC016,JNJ,692.76,70041.98,66532.67,3509.31,US Equity,United States,2025-03-05,Active
POS00533,CLI0131,SEC018,V,750.9,294200.1,321302.6,-27102.5,US Equity,United States,2024-07-03,Active
POS00534,CLI0131,SEC031,REI,1958.75,960773.0,674946.07,285826.93,Real Estate,Canada,2024-10-03,Active
POS00535,CLI0131,SEC040,HBF,1115.13,399937.86,478245.8,-78307.94,Alternatives,Canada,2024-06-02,Active
POS00536,CLI0132,SEC012,MSFT,1004.2,728301.06,499890.76,228410.3,US Equity,United States,2025-06-13,Active
POS00537,CLI0132,SEC027,CAN.GOV.10Y,638.3,139434.09,156945.2,-17511.11,Fixed Income,Canada,2025-08-04,Active
POS00538,CLI0133,SEC045,GWO,129.47,58226.57,52803.04,5423.53,Canadian Equity,Canada,2025-10-06,Active
POS00539,CLI0133,SEC011,AAPL,1491.74,197745.34,199281.55,-1536.21,US Equity,United States,2025-07-24,Pending Settlement
POS00540,CLI0134,SEC023,SHEL,708.67,296439.65,241932.85,54506.8,International Equity,United Kingdom,2025-08-13,Active
POS00541,CLI0134,SEC002,TD,1301.77,165538.59,118981.78,46556.81,Canadian Equity,Canada,2024-12-29,Active
POS00542,CLI0134,SEC027,CAN.GOV.10Y,1025.78,428238.26,398515.53,29722.73,Fixed Income,Canada,2024-03-21,Active
POS00543,CLI0134,SEC008,CP,580.18,145174.04,184323.19,-39149.15,Canadian Equity,Canada,2024-06-20,Active
POS00544,CLI0135,SEC027,CAN.GOV.10Y,815.5,268479.7,370237.0,-101757.3,Fixed Income,Canada,2024-12-17,Active
POS00545,CLI0135,SEC041,GSY,640.59,86421.75,95588.84,-9167.09,Canadian Equity,Canada,2025-10-22,Active
POS00546,CLI0135,SEC040,HBF,1776.51,1072568.48,695645.79,376922.69,Alternatives,Canada,2025-08-24,Active
POS00547,CLI0135,SEC037,TRP,906.07,116293.22,79571.07,36722.15,Infrastructure,Canada,2024-05-08,Active
POS00548,CLI0136,SEC048,XAW,342.15,13613.0,19156.98,-5543.98,International Equity,Canada,2025-04-29,Active
POS00549,CLI0136,SEC045,GWO,62.47,17331.79,12588.95,4742.84,Canadian Equity,Canada,2024-03-26,Active
POS00550,CLI0136,SEC006,CNQ,1240.02,88947.89,57946.13,31001.76,Canadian Equity,Canada,2025-02-03,Active
POS00551,CLI0136,SEC014,AMZN,502.32,91111.79,73172.95,17938.84,US Equity,United States,2024-05-14,Active
POS00552,CLI0137,SEC002,TD,720.11,485224.22,329853.59,155370.63,Canadian Equity,Canada,2025-04-23,Closed
POS00553,CLI0137,SEC003,BNS,1085.76,162867.79,151843.54,11024.25,Canadian Equity,Canada,2025-12-15,Active
POS00554,CLI0137,SEC043,SLF,1185.75,372900.63,273896.39,99004.24,Canadian Equity,Canada,2025-07-31,Active
POS00555,CLI0138,SEC020,PG,889.3,148390.12,165463.16,-17073.04,US Equity,United States,2024-11-06,Active
POS00556,CLI0138,SEC023,SHEL,1051.4,311724.41,399910.5,-88186.09,International Equity,United Kingdom,2024-10-20,Active
POS00557,CLI0138,SEC031,REI,26.55,18984.22,12250.97,6733.25,Real Estate,Canada,2025-05-03,Active
POS00558,CLI0138,SEC035,AQN,1534.08,746865.71,613616.66,133249.05,Infrastructure,Canada,2024-01-08,Active
POS00559,CLI0138,SEC015,JPM,385.26,181260.75,170157.78,11102.97,US Equity,United States,2024-09-12,Active
POS00560,CLI0138,SEC006,CNQ,1476.86,295044.58,292285.36,2759.22,Canadian Equity,Canada,2024-09-26,Active
POS00561,CLI0139,SEC034,IIP,1617.07,511867.9,556110.37,-44242.47,Real Estate,Canada,2025-06-28,Active
POS00562,CLI0139,SEC049,VEA,831.68,292693.49,355518.25,-62824.76,International Equity,United States,2024-10-23,Active
POS00563,CLI0139,SEC040,HBF,916.13,276117.62,209903.71,66213.91,Alternatives,Canada,2025-05-18,Active
POS00564,CLI0140,SEC010,BCE,1939.74,48688.96,30938.85,17750.11,Canadian Equity,Canada,2024-10-15,Active
POS00565,CLI0140,SEC004,BMO,1433.24,455637.52,523017.94,-67380.42,Canadian Equity,Canada,2024-06-03,Active
POS00566,CLI0141,SEC022,SAP,1573.59,397208.17,396088.34,1119.83,International Equity,Germany,2025-12-14,Active
POS00567,CLI0141,SEC027,CAN.GOV.10Y,667.19,438133.25,281927.81,156205.44,Fixed Income,Canada,2024-02-27,Active
POS00568,CLI0141,SEC020,PG,790.92,178172.72,216617.17,-38444.45,US Equity,United States,2024-09-13,Active
POS00569,CLI0142,SEC008,CP,1432.22,441273.32,279956.04,161317.28,Canadian Equity,Canada,2024-09-10,Active
POS00570,CLI0142,SEC050,ZRE,76.69,24714.28,17877.21,6837.07,Real Estate,Canada,2025-06-17,Active
POS00571,CLI0143,SEC031,REI,1922.82,721178.52,900706.57,-179528.05,Real Estate,Canada,2024-02-13,Active
POS00572,CLI0143,SEC025,ASML,1103.66,79988.0,72245.58,7742.42,International Equity,Netherlands,2024-11-01,Active
POS00573,CLI0143,SEC044,POW,1776.16,658275.65,768206.96,-109931.31,Canadian Equity,Canada,2024-04-25,Active
POS00574,CLI0144,SEC021,NESN,248.1,64633.96,98155.8,-33521.84,International Equity,Switzerland,2024-02-13,Active
POS00575,CLI0144,SEC001,RY,1384.6,381671.24,478739.3,-97068.06,Canadian Equity,Canada,2024-04-01,Active
POS00576,CLI0144,SEC011,AAPL,1004.84,336341.0,346207.57,-9866.57,US Equity,United States,2025-10-02,Active
POS00577,CLI0144,SEC018,V,717.48,67545.5,58252.2,9293.3,US Equity,United States,2024-04-19,Active
POS00578,CLI0144,SEC038,FTS,473.02,324906.43,232219.71,92686.72,Infrastructure,Canada,2024-12-21,Active
POS00579,CLI0145,SEC047,CASH.ETF,722.75,77914.19,51813.95,26100.24,Cash,Canada,2025-05-11,Active
POS00580,CLI0145,SEC013,NVDA,1122.46,342665.14,307161.18,35503.96,US Equity,United States,2025-08-03,Active
POS00581,CLI0145,SEC002,TD,701.85,235143.69,257957.95,-22814.26,Canadian Equity,Canada,2025-09-05,Pending Settlement
POS00582,CLI0145,SEC045,GWO,1113.5,34702.73,43526.72,-8823.99,Canadian Equity,Canada,2024-10-29,Active
POS00583,CLI0145,SEC025,ASML,1087.8,346702.56,249943.81,96758.75,International Equity,Netherlands,2025-06-02,Active
POS00584,CLI0146,SEC002,TD,1554.27,255624.96,191486.06,64138.9,Canadian Equity,Canada,2025-11-05,Closed
POS00585,CLI0146,SEC040,HBF,1639.91,210882.99,162334.69,48548.3,Alternatives,Canada,2025-07-18,Active
POS00586,CLI0146,SEC024,NOVO,573.43,113933.99,119187.43,-5253.44,International Equity,Denmark,2024-04-08,Active
POS00587,CLI0147,SEC003,BNS,365.49,5626.67,7485.24,-1858.57,Canadian Equity,Canada,2024-07-15,Active
POS00588,CLI0147,SEC009,TRI,1146.31,612355.71,480269.5,132086.21,Canadian Equity,Canada,2025-06-22,Active
POS00589,CLI0148,SEC017,XOM,36.04,21145.42,16611.2,4534.22,US Equity,United States,2024-03-22,Active
POS00590,CLI0148,SEC004,BMO,1281.44,319205.05,235349.27,83855.78,Canadian Equity,Canada,2025-03-01,Active
POS00591,CLI0148,SEC024,NOVO,1590.56,66571.13,53856.36,12714.77,International Equity,Denmark,2025-06-25,Active
POS00592,CLI0148,SEC015,JPM,150.07,36093.07,23325.38,12767.69,US Equity,United States,2025-06-15,Active
POS00593,CLI0148,SEC039,GOLD.ETF,1453.09,323425.46,389675.15,-66249.69,Alternatives,Canada,2025-06-22,Active
POS00594,CLI0148,SEC005,ENB,1144.36,640349.4,542438.08,97911.32,Canadian Equity,Canada,2025-07-25,Active
POS00595,CLI0149,SEC050,ZRE,1157.36,516686.12,392194.58,124491.54,Real Estate,Canada,2025-03-13,Pending Settlement
POS00596,CLI0149,SEC041,GSY,341.95,33260.96,32245.88,1015.08,Canadian Equity,Canada,2024-12-11,Active
POS00597,CLI0150,SEC039,GOLD.ETF,1691.26,442632.58,353659.38,88973.2,Alternatives,Canada,2024-11-27,Active
POS00598,CLI0150,SEC029,CORP.BOND.A,1130.66,172699.74,125378.89,47320.85,Fixed Income,Canada,2024-09-17,Active
POS00599,CLI0150,SEC023,SHEL,910.28,284153.67,437034.53,-152880.86,International Equity,United Kingdom,2024-02-05,Closed
POS00600,CLI0150,SEC021,NESN,1195.57,497736.28,312306.8,185429.48,International Equity,Switzerland,2024-11-05,Active
POS00601,CLI0150,SEC036,BIP,1968.94,208076.42,219221.78,-11145.36,Infrastructure,Canada,2025-12-07,Active
POS00602,CLI0150,SEC047,CASH.ETF,1839.03,565807.27,474616.86,91190.41,Cash,Canada,2025-08-08,Active
POS00603,CLI0151,SEC030,HYG,320.65,65282.34,43662.91,21619.43,Fixed Income,United States,2024-09-12,Active
POS00604,CLI0151,SEC023,SHEL,1624.04,84442.0,81997.78,2444.22,International Equity,United Kingdom,2024-08-10,Active
POS00605,CLI0152,SEC031,REI,1408.67,428423.16,578484.42,-150061.26,Real Estate,Canada,2025-10-19,Active
POS00606,CLI0152,SEC012,MSFT,1464.27,307949.02,425019.01,-117069.99,US Equity,United States,2024-02-27,Pending Settlement
POS00607,CLI0152,SEC032,CRT,675.44,316153.56,297531.32,18622.24,Real Estate,Canada,2024-05-03,Pending Settlement
POS00608,CLI0152,SEC045,GWO,461.17,184945.8,151323.71,33622.09,Canadian Equity,Canada,2024-01-12,Active
POS00609,CLI0153,SEC004,BMO,1084.46,96625.75,85715.72,10910.03,Canadian Equity,Canada,2024-08-14,Active
POS00610,CLI0153,SEC020,PG,1350.53,1059085.46,673509.31,385576.15,US Equity,United States,2025-09-01,Active
POS00611,CLI0153,SEC034,IIP,189.27,57857.66,41414.17,16443.49,Real Estate,Canada,2024-05-31,Active
POS00612,CLI0153,SEC003,BNS,174.26,34955.5,50162.48,-15206.98,Canadian Equity,Canada,2025-02-12,Active
POS00613,CLI0153,SEC021,NESN,803.07,232044.54,176731.61,55312.93,International Equity,Switzerland,2024-05-18,Active
POS00614,CLI0154,SEC032,CRT,1146.95,518035.15,324334.52,193700.63,Real Estate,Canada,2025-06-20,Active
POS00615,CLI0154,SEC026,CAN.GOV.2Y,152.57,56885.02,59426.01,-2540.99,Fixed Income,Canada,2025-08-12,Active
POS00616,CLI0154,SEC042,MFC,1346.78,283562.6,289086.33,-5523.73,Canadian Equity,Canada,2024-11-24,Active
POS00617,CLI0155,SEC050,ZRE,346.82,88365.3,61772.11,26593.19,Real Estate,Canada,2025-03-28,Active
POS00618,CLI0155,SEC020,PG,886.52,357449.98,410006.63,-52556.65,US Equity,United States,2025-12-02,Active
POS00619,CLI0156,SEC008,CP,118.53,86114.84,56269.75,29845.09,Canadian Equity,Canada,2024-10-21,Active
POS00620,CLI0156,SEC048,XAW,1390.65,90030.28,83550.25,6480.03,International Equity,Canada,2024-01-24,Active
POS00621,CLI0157,SEC014,AMZN,971.22,279021.43,355767.6,-76746.17,US Equity,United States,2025-12-16,Active
POS00622,CLI0157,SEC050,ZRE,759.45,396221.55,344402.98,51818.57,Real Estate,Canada,2024-09-18,Active
POS00623,CLI0157,SEC035,AQN,575.19,281524.08,227573.92,53950.16,Infrastructure,Canada,2024-02-24,Active
POS00624,CLI0157,SEC034,IIP,1890.9,91710.8,71797.47,19913.33,Real Estate,Canada,2025-11-09,Pending Settlement
POS00625,CLI0157,SEC017,XOM,1323.6,382755.48,572880.55,-190125.07,US Equity,United States,2025-10-26,Active
POS00626,CLI0157,SEC036,BIP,1959.79,666256.06,503136.89,163119.17,Infrastructure,Canada,2024-11-19,Active
POS00627,CLI0158,SEC035,AQN,1125.77,276931.35,402654.16,-125722.81,Infrastructure,Canada,2025-06-26,Active
POS00628,CLI0158,SEC006,CNQ,984.97,245527.32,367856.75,-122329.43,Canadian Equity,Canada,2025-12-01,Active
POS00629,CLI0158,SEC012,MSFT,1254.21,241500.84,152913.28,88587.56,US Equity,United States,2025-05-28,Active
POS00630,CLI0158,SEC013,NVDA,133.4,17997.13,17682.17,314.96,US Equity,United States,2024-01-31,Pending Settlement
POS00631,CLI0158,SEC033,AP,1898.74,215902.18,221507.01,-5604.83,Real Estate,Canada,2025-02-06,Active
POS00632,CLI0158,SEC030,HYG,184.71,56047.75,35868.83,20178.92,Fixed Income,United States,2025-09-19,Pending Settlement
POS00633,CLI0159,SEC027,CAN.GOV.10Y,313.97,230782.57,152407.32,78375.25,Fixed Income,Canada,2024-12-03,Active
POS00634,CLI0159,SEC016,JNJ,272.23,107316.63,89283.27,18033.36,US Equity,United States,2025-12-01,Active
POS00635,CLI0159,SEC037,TRP,1726.55,359942.47,272708.57,87233.9,Infrastructure,Canada,2025-06-20,Pending Settlement
POS00636,CLI0160,SEC050,ZRE,641.82,279636.51,180274.4,99362.11,Real Estate,Canada,2024-05-01,Active
POS00637,CLI0160,SEC010,BCE,1680.65,87775.39,129460.47,-41685.08,Canadian Equity,Canada,2024-11-22,Pending Settlement
POS00638,CLI0160,SEC042,MFC,833.94,186258.9,173934.87,12324.03,Canadian Equity,Canada,2025-10-14,Pending Settlement
POS00639,CLI0160,SEC037,TRP,554.85,162878.86,216757.7,-53878.84,Infrastructure,Canada,2024-07-08,Active
POS00640,CLI0160,SEC011,AAPL,1972.05,750026.63,612104.6,137922.03,US Equity,United States,2025-09-19,Active
POS00641,CLI0161,SEC015,JPM,724.93,276307.89,250557.56,25750.33,US Equity,United States,2025-05-29,Active
POS00642,CLI0161,SEC044,POW,942.84,253928.4,307874.97,-53946.57,Canadian Equity,Canada,2025-01-31,Active
POS00643,CLI0161,SEC002,TD,283.65,19433.15,28552.21,-9119.06,Canadian Equity,Canada,2024-01-16,Pending Settlement
POS00644,CLI0162,SEC015,JPM,417.08,60164.92,38642.46,21522.46,US Equity,United States,2025-03-25,Pending Settlement
POS00645,CLI0162,SEC048,XAW,984.99,177159.9,163331.04,13828.86,International Equity,Canada,2024-09-09,Active
POS00646,CLI0162,SEC043,SLF,1554.67,681617.04,475620.19,205996.85,Canadian Equity,Canada,2024-11-16,Active
POS00647,CLI0162,SEC013,NVDA,1878.89,627588.22,541327.0,86261.22,US Equity,United States,2025-10-18,Pending Settlement
POS00648,CLI0162,SEC049,VEA,1575.97,446759.96,414038.84,32721.12,International Equity,United States,2024-02-13,Pending Settlement
POS00649,CLI0163,SEC034,IIP,1967.82,48940.51,48073.84,866.67,Real Estate,Canada,2025-10-07,Closed
POS00650,CLI0163,SEC035,AQN,387.8,128626.95,86316.52,42310.43,Infrastructure,Canada,2024-10-19,Active
POS00651,CLI0163,SEC026,CAN.GOV.2Y,850.7,184186.13,262440.95,-78254.82,Fixed Income,Canada,2025-06-13,Pending Settlement
POS00652,CLI0164,SEC042,MFC,235.21,141524.65,91842.45,49682.2,Canadian Equity,Canada,2025-12-13,Active
POS00653,CLI0164,SEC029,CORP.BOND.A,792.2,88115.67,130800.14,-42684.47,Fixed Income,Canada,2025-04-09,Active
POS00654,CLI0164,SEC006,CNQ,1428.14,162181.53,149897.57,12283.96,Canadian Equity,Canada,2024-09-13,Active
POS00655,CLI0164,SEC047,CASH.ETF,1300.67,374350.54,464573.31,-90222.77,Cash,Canada,2024-05-06,Active
POS00656,CLI0164,SEC033,AP,1415.39,329937.48,451325.41,-121387.93,Real Estate,Canada,2025-12-25,Active
POS00657,CLI0165,SEC040,HBF,1538.84,834124.63,702588.18,131536.45,Alternatives,Canada,2025-11-06,Pending Settlement
POS00658,CLI0165,SEC011,AAPL,332.63,35170.28,25472.81,9697.47,US Equity,United States,2024-02-22,Active
POS00659,CLI0165,SEC025,ASML,625.94,259122.7,241281.09,17841.61,International Equity,Netherlands,2025-10-03,Active
POS00660,CLI0165,SEC036,BIP,1798.1,564385.61,863825.22,-299439.61,Infrastructure,Canada,2024-09-16,Active
POS00661,CLI0165,SEC048,XAW,1000.28,356963.64,251900.51,105063.13,International Equity,Canada,2025-09-14,Pending Settlement
POS00662,CLI0165,SEC003,BNS,483.38,157925.16,143317.34,14607.82,Canadian Equity,Canada,2025-02-23,Active
POS00663,CLI0166,SEC039,GOLD.ETF,1260.98,439058.37,518212.34,-79153.97,Alternatives,Canada,2024-07-08,Active
POS00664,CLI0166,SEC001,RY,1310.02,44369.29,30366.26,14003.03,Canadian Equity,Canada,2025-11-14,Active
POS00665,CLI0166,SEC016,JNJ,1210.54,149934.26,204460.21,-54525.95,US Equity,United States,2024-04-21,Active
POS00666,CLI0166,SEC036,BIP,364.71,151546.9,123155.27,28391.63,Infrastructure,Canada,2025-12-09,Active
POS00667,CLI0166,SEC018,V,1148.84,510288.29,325443.4,184844.89,US Equity,United States,2025-08-15,Active
POS00668,CLI0166,SEC040,HBF,81.32,29983.85,31341.54,-1357.69,Alternatives,Canada,2025-01-23,Active
POS00669,CLI0167,SEC036,BIP,252.83,104766.79,108820.56,-4053.77,Infrastructure,Canada,2025-02-27,Active
POS00670,CLI0167,SEC005,ENB,1394.7,323792.46,429525.76,-105733.3,Canadian Equity,Canada,2025-10-06,Active
POS00671,CLI0167,SEC019,UNH,184.46,82088.76,67036.45,15052.31,US Equity,United States,2025-12-24,Active
POS00672,CLI0167,SEC031,REI,1221.6,226932.98,197483.86,29449.12,Real Estate,Canada,2025-09-30,Active
POS00673,CLI0167,SEC009,TRI,268.13,86939.74,76014.85,10924.89,Canadian Equity,Canada,2025-10-09,Active
POS00674,CLI0168,SEC040,HBF,588.07,45191.5,59283.34,-14091.84,Alternatives,Canada,2025-04-21,Active
